timestamp,AOT_Merged,AOT_Pure,AOT_Merged_uncertainty,AOT_Pure_uncertainty,AE_Merged,AE_Pure,QA_flag_Merged,QA_flag_Pure,AOT_L2_Mean,AOT_L2_SDV,AOT_L2_Num,AE_L2_Mean,AE_L2_SDV,AE_L2_Num
2025-01-01 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-01 08:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-01 09:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-01 10:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-01 11:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-01 12:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-01 13:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-01 14:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-01 15:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-01 16:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-01 17:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-01 18:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-01 19:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-01 20:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-01 21:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-01 22:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-01-01 23:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-01-02 00:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 01:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-01-02 02:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 03:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-01-02 04:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 05:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 06:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-02 08:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-01-02 09:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-02 10:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-02 11:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-02 12:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-02 13:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-02 14:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-02 15:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
